,year_week,user_id,time,freq,time_period
10664,2013-09,3269,1.03,7,Mid Night
10673,2013-09,3556,21.49,5,Night
10677,2013-09,3623,14.34,7,Mid Noon
10678,2013-09,3642,21.59,3,Night
10681,2013-09,3812,22.52,3,Night
10682,2013-09,3819,5.56,3,Early Morning
10683,2013-09,3824,7.0,3,Morning
10686,2013-09,3960,19.32,4,Evening
10688,2013-09,4019,8.28,5,Morning
10689,2013-09,4022,18.11,7,Evening
10691,2013-09,4041,20.1,5,Evening
10694,2013-09,4181,17.46,4,After Noon
10699,2013-09,4263,22.07,7,Night
10701,2013-09,4269,22.36,3,Night
10702,2013-09,4282,18.33,4,Evening
10709,2013-09,4428,8.03,4,Morning
10710,2013-09,4472,14.18,4,Mid Noon
10713,2013-09,4489,5.58,5,Early Morning
10714,2013-09,4497,12.01,3,Mid Noon
10716,2013-09,4612,15.4,4,After Noon
10718,2013-09,4619,15.29,5,After Noon
10723,2013-09,4745,4.24,5,Early Morning
10725,2013-09,4780,11.07,3,Late Morning
10726,2013-09,4785,21.21,3,Night
10728,2013-09,4803,17.41,6,After Noon
10730,2013-09,4835,3.07,4,Early Morning
10731,2013-09,4837,17.5,5,After Noon
10734,2013-09,4934,3.08,4,Early Morning
10737,2013-09,4965,23.09,3,Night
10739,2013-09,5057,10.05,3,Late Morning
10740,2013-09,5101,18.36,3,Evening
10741,2013-09,5115,6.54,3,Morning
10742,2013-09,5151,23.34,5,Night
10744,2013-09,5200,15.31,4,After Noon
10745,2013-09,5240,8.56,5,Morning
10749,2013-09,5297,17.32,3,After Noon
10750,2013-09,5307,15.36,5,After Noon
10751,2013-09,5309,3.21,4,Early Morning
10752,2013-09,5329,12.4,3,Mid Noon
10753,2013-09,5364,16.27,3,After Noon
10757,2013-09,5415,20.35,3,Evening
10759,2013-09,5494,7.39,4,Morning
10765,2013-09,5609,17.42,6,After Noon
10769,2013-09,5682,10.22,5,Late Morning
10770,2013-09,5685,5.08,3,Early Morning
10775,2013-09,5861,7.08,5,Morning
10778,2013-09,5939,12.38,4,Mid Noon
10780,2013-09,5965,8.21,3,Morning
10783,2013-09,6050,10.06,3,Late Morning
10784,2013-09,6064,15.38,5,After Noon
10785,2013-09,6070,3.16,5,Early Morning
10787,2013-09,6126,0.43,3,Mid Night
10788,2013-09,6134,18.18,3,Evening
10790,2013-09,6171,2.05,7,Mid Night
10791,2013-09,6187,12.15,3,Mid Noon
10792,2013-09,6204,9.49,3,Late Morning
10796,2013-09,6282,14.29,3,Mid Noon
10797,2013-09,6284,8.14,4,Morning
10798,2013-09,6312,19.47,7,Evening
10802,2013-09,6405,20.42,4,Evening
10812,2013-09,6870,6.32,3,Morning
10819,2013-09,6978,15.25,4,After Noon
10821,2013-09,7023,8.42,3,Morning
10826,2013-09,7120,11.44,5,Late Morning
10832,2013-09,7210,19.17,7,Evening
10835,2013-09,7375,0.41,3,Mid Night
10837,2013-09,7511,5.28,5,Early Morning
10838,2013-09,7536,11.39,7,Late Morning
10839,2013-09,7572,20.4,4,Evening
10841,2013-09,7590,0.51,7,Mid Night
10844,2013-09,7641,18.08,3,Evening
10846,2013-09,7678,8.03,3,Morning
10850,2013-09,7789,18.5,4,Evening
10851,2013-09,7798,7.56,3,Morning
10854,2013-09,7979,16.17,3,After Noon
10855,2013-09,8029,16.15,4,After Noon
10857,2013-09,8068,20.02,7,Evening
10865,2013-09,8259,15.04,4,After Noon
10867,2013-09,8297,1.13,7,Mid Night
10870,2013-09,8381,12.5,5,Mid Noon
10871,2013-09,8383,2.07,3,Mid Night
10872,2013-09,8399,23.31,3,Night
10874,2013-09,8426,22.31,4,Night
10876,2013-09,8553,9.28,4,Late Morning
10878,2013-09,8679,20.39,4,Evening
10882,2013-09,8768,2.0,3,Mid Night
10883,2013-09,8770,0.32,4,Mid Night
10884,2013-09,8884,4.12,6,Early Morning
10885,2013-09,8912,4.14,5,Early Morning
10890,2013-09,9042,7.51,5,Morning
10891,2013-09,9060,7.01,3,Morning
10893,2013-09,9083,7.55,6,Morning
10894,2013-09,9120,4.37,3,Early Morning
10896,2013-09,9281,6.46,7,Morning
10897,2013-09,9286,8.0,5,Morning
10899,2013-09,9312,11.49,3,Late Morning
10901,2013-09,9325,23.34,4,Night
10907,2013-09,9400,20.39,4,Evening
10908,2013-09,9402,13.23,6,Mid Noon
10909,2013-09,9434,4.17,5,Early Morning
10912,2013-09,9450,14.04,6,Mid Noon
10913,2013-09,9532,11.09,3,Late Morning
10916,2013-09,9558,23.46,4,Night
10918,2013-09,9582,16.43,3,After Noon
10925,2013-09,9724,2.55,3,Mid Night
10926,2013-09,9728,8.36,3,Morning
10933,2013-09,9958,23.55,6,Night
10934,2013-09,10118,15.02,3,After Noon
10935,2013-09,10153,2.0,4,Mid Night
10942,2013-09,10307,8.3,3,Morning
10944,2013-09,10320,19.35,3,Evening
10950,2013-09,10524,0.13,3,Mid Night
10953,2013-09,10599,14.11,4,Mid Noon
10957,2013-09,10630,10.47,4,Late Morning
10962,2013-09,10734,15.39,6,After Noon
10963,2013-09,10737,8.47,3,Morning
10966,2013-09,10791,5.48,4,Early Morning
10969,2013-09,10945,5.2,3,Early Morning
10970,2013-09,10953,12.15,7,Mid Noon
10971,2013-09,10961,12.48,3,Mid Noon
10972,2013-09,11015,17.57,6,After Noon
10973,2013-09,11021,17.22,4,After Noon
10977,2013-09,11083,17.26,4,After Noon
10982,2013-09,11267,5.58,4,Early Morning
10987,2013-09,11428,19.39,5,Evening
10992,2013-09,11527,8.13,4,Morning
10997,2013-09,11702,15.57,3,After Noon
11001,2013-09,11836,2.4,3,Mid Night
11009,2013-10,42,19.05,6,Evening
11010,2013-10,43,7.13,3,Morning
11011,2013-10,63,16.3,3,After Noon
11012,2013-10,69,10.15,5,Late Morning
11017,2013-10,165,9.13,4,Late Morning
11018,2013-10,168,3.16,3,Early Morning
11021,2013-10,214,4.33,3,Early Morning
11025,2013-10,445,3.26,7,Early Morning
11027,2013-10,509,11.2,4,Late Morning
11031,2013-10,603,6.03,6,Morning
11032,2013-10,639,4.57,4,Early Morning
11035,2013-10,728,16.04,4,After Noon
11036,2013-10,754,18.15,4,Evening
11037,2013-10,772,17.48,3,After Noon
11043,2013-10,906,22.49,7,Night
11044,2013-10,912,19.15,4,Evening
11045,2013-10,932,0.06,3,Mid Night
11046,2013-10,934,16.28,3,After Noon
11048,2013-10,985,2.5,3,Mid Night
11056,2013-10,1155,22.34,3,Night
11058,2013-10,1202,3.07,6,Early Morning
11066,2013-10,1339,19.56,5,Evening
11068,2013-10,1407,21.38,4,Night
11079,2013-10,1694,17.53,3,After Noon
11082,2013-10,1769,5.43,7,Early Morning
11084,2013-10,1811,16.09,7,After Noon
11094,2013-10,2042,0.11,5,Mid Night
11096,2013-10,2078,6.19,5,Morning
11099,2013-10,2193,1.24,4,Mid Night
11106,2013-10,2300,17.01,4,After Noon
11107,2013-10,2316,16.02,3,After Noon
11111,2013-10,2474,23.14,5,Night
11115,2013-10,2519,19.46,6,Evening
11119,2013-10,2557,13.02,3,Mid Noon
11121,2013-10,2568,16.44,4,After Noon
11123,2013-10,2620,21.27,5,Night
11124,2013-10,2622,0.59,7,Mid Night
11127,2013-10,2658,22.34,7,Night
11129,2013-10,2672,11.01,3,Late Morning
11131,2013-10,2744,3.21,4,Early Morning
11133,2013-10,2771,17.23,4,After Noon
11140,2013-10,3046,18.39,5,Evening
11142,2013-10,3066,9.11,5,Late Morning
11150,2013-10,3139,17.13,3,After Noon
11151,2013-10,3160,20.17,4,Evening
11152,2013-10,3175,0.53,3,Mid Night
11157,2013-10,3226,4.55,5,Early Morning
11159,2013-10,3269,1.03,7,Mid Night
11163,2013-10,3339,4.04,3,Early Morning
11167,2013-10,3411,3.41,3,Early Morning
11169,2013-10,3463,0.33,3,Mid Night
11171,2013-10,3556,21.49,5,Night
11175,2013-10,3623,14.34,7,Mid Noon
11176,2013-10,3671,2.21,4,Mid Night
11179,2013-10,3812,22.52,3,Night
11180,2013-10,3819,5.56,4,Early Morning
11181,2013-10,3824,7.0,4,Morning
11186,2013-10,3960,19.32,4,Evening
11187,2013-10,4017,9.27,5,Late Morning
11188,2013-10,4019,8.28,5,Morning
11189,2013-10,4022,18.11,7,Evening
11190,2013-10,4029,2.19,5,Mid Night
11193,2013-10,4043,4.1,3,Early Morning
11195,2013-10,4074,11.04,3,Late Morning
11199,2013-10,4181,17.46,5,After Noon
11200,2013-10,4186,10.51,3,Late Morning
11203,2013-10,4263,22.07,7,Night
11204,2013-10,4269,22.36,4,Night
11205,2013-10,4282,18.33,5,Evening
11208,2013-10,4354,2.3,3,Mid Night
11209,2013-10,4402,19.49,4,Evening
11210,2013-10,4428,8.03,4,Morning
11211,2013-10,4472,14.18,3,Mid Noon
11213,2013-10,4489,5.58,3,Early Morning
11214,2013-10,4497,12.01,5,Mid Noon
11218,2013-10,4612,15.4,4,After Noon
11220,2013-10,4619,15.29,3,After Noon
11222,2013-10,4713,2.03,4,Mid Night
11224,2013-10,4742,16.5,3,After Noon
11225,2013-10,4745,4.24,3,Early Morning
11226,2013-10,4780,11.07,4,Late Morning
11229,2013-10,4803,17.41,6,After Noon
11231,2013-10,4835,3.07,3,Early Morning
11232,2013-10,4837,17.5,4,After Noon
11233,2013-10,4924,10.28,6,Late Morning
11234,2013-10,4934,3.08,4,Early Morning
11238,2013-10,4965,23.09,6,Night
11240,2013-10,5013,17.55,5,After Noon
11241,2013-10,5057,10.05,4,Late Morning
11242,2013-10,5101,18.36,3,Evening
11244,2013-10,5151,23.34,5,Night
11249,2013-10,5240,8.56,5,Morning
11252,2013-10,5307,15.36,3,After Noon
11255,2013-10,5369,14.37,4,Mid Noon
11257,2013-10,5386,8.02,5,Morning
11259,2013-10,5415,20.35,4,Evening
11262,2013-10,5507,10.32,4,Late Morning
11265,2013-10,5547,23.39,4,Night
11269,2013-10,5609,17.42,6,After Noon
11271,2013-10,5682,10.22,7,Late Morning
11273,2013-10,5705,0.35,4,Mid Night
11278,2013-10,5861,7.08,4,Morning
11281,2013-10,5939,12.38,5,Mid Noon
11286,2013-10,6064,15.38,5,After Noon
11287,2013-10,6070,3.16,4,Early Morning
11290,2013-10,6134,18.18,3,Evening
11291,2013-10,6171,2.05,7,Mid Night
11292,2013-10,6187,12.15,3,Mid Noon
11293,2013-10,6204,9.49,4,Late Morning
11295,2013-10,6282,14.29,6,Mid Noon
11296,2013-10,6284,8.14,4,Morning
11297,2013-10,6293,21.03,4,Night
11298,2013-10,6312,19.47,4,Evening
11300,2013-10,6370,20.19,5,Evening
11302,2013-10,6405,20.42,6,Evening
11308,2013-10,6757,18.59,3,Evening
11312,2013-10,6870,6.32,4,Morning
11315,2013-10,6909,15.47,3,After Noon
11317,2013-10,6938,4.35,3,Early Morning
11319,2013-10,6978,15.25,5,After Noon
11320,2013-10,7023,8.42,5,Morning
11322,2013-10,7107,1.51,3,Mid Night
11323,2013-10,7120,11.44,7,Late Morning
11324,2013-10,7131,12.43,4,Mid Noon
11325,2013-10,7153,7.48,6,Morning
11329,2013-10,7210,19.17,7,Evening
11332,2013-10,7401,18.29,4,Evening
11336,2013-10,7511,5.28,5,Early Morning
11338,2013-10,7536,11.39,6,Late Morning
11340,2013-10,7572,20.4,3,Evening
11341,2013-10,7590,0.51,7,Mid Night
11344,2013-10,7641,18.08,3,Evening
11351,2013-10,7789,18.5,5,Evening
11355,2013-10,7899,5.36,3,Early Morning
11356,2013-10,7926,5.04,4,Early Morning
11357,2013-10,7979,16.17,4,After Noon
11361,2013-10,8029,16.15,4,After Noon
11362,2013-10,8068,20.02,7,Evening
11369,2013-10,8243,5.15,3,Early Morning
11370,2013-10,8259,15.04,4,After Noon
11371,2013-10,8280,13.39,6,Mid Noon
11372,2013-10,8297,1.13,3,Mid Night
11376,2013-10,8381,12.5,6,Mid Noon
11377,2013-10,8383,2.07,4,Mid Night
11378,2013-10,8399,23.31,4,Night
11381,2013-10,8426,22.31,5,Night
11385,2013-10,8553,9.28,3,Late Morning
11394,2013-10,8721,20.0,5,Evening
11397,2013-10,8768,2.0,4,Mid Night
11398,2013-10,8770,0.32,3,Mid Night
11399,2013-10,8811,16.01,3,After Noon
11400,2013-10,8832,4.26,3,Early Morning
11402,2013-10,8884,4.12,4,Early Morning
11403,2013-10,8912,4.14,4,Early Morning
11407,2013-10,9042,7.51,5,Morning
11410,2013-10,9083,7.55,6,Morning
11413,2013-10,9120,4.37,3,Early Morning
11417,2013-10,9281,6.46,7,Morning
11418,2013-10,9286,8.0,3,Morning
11420,2013-10,9312,11.49,5,Late Morning
11421,2013-10,9325,23.34,5,Night
11425,2013-10,9374,17.46,3,After Noon
11426,2013-10,9381,19.49,3,Evening
11429,2013-10,9402,13.23,7,Mid Noon
11432,2013-10,9450,14.04,4,Mid Noon
11433,2013-10,9532,11.09,3,Late Morning
11434,2013-10,9535,6.26,4,Morning
11435,2013-10,9558,23.46,3,Night
11436,2013-10,9582,16.43,5,After Noon
11438,2013-10,9601,2.4,4,Mid Night
11442,2013-10,9694,12.18,3,Mid Noon
11443,2013-10,9724,2.55,4,Mid Night
11444,2013-10,9728,8.36,4,Morning
11448,2013-10,9901,0.52,4,Mid Night
11449,2013-10,9958,23.55,4,Night
11452,2013-10,10153,2.0,3,Mid Night
11455,2013-10,10238,8.38,3,Morning
11460,2013-10,10320,19.35,4,Evening
11461,2013-10,10352,14.0,6,Mid Noon
11467,2013-10,10470,18.19,3,Evening
11468,2013-10,10524,0.13,5,Mid Night
11471,2013-10,10599,14.11,6,Mid Noon
11478,2013-10,10734,15.39,6,After Noon
11479,2013-10,10757,21.41,3,Night
11482,2013-10,10832,7.48,3,Morning
11488,2013-10,10961,12.48,3,Mid Noon
11489,2013-10,11015,17.57,3,After Noon
11490,2013-10,11021,17.22,5,After Noon
11495,2013-10,11083,17.26,6,After Noon
11499,2013-10,11186,14.3,3,Mid Noon
11501,2013-10,11267,5.58,5,Early Morning
11503,2013-10,11300,13.59,3,Mid Noon
11506,2013-10,11428,19.39,6,Evening
11509,2013-10,11527,8.13,4,Morning
11512,2013-10,11660,14.29,5,Mid Noon
11515,2013-10,11702,15.57,3,After Noon
11517,2013-10,11836,2.4,5,Mid Night
11519,2013-10,11873,20.14,5,Evening
11521,2013-10,11957,15.0,3,After Noon
11523,2013-10,11964,15.39,3,After Noon
11527,2013-11,42,19.05,5,Evening
11529,2013-11,63,16.3,4,After Noon
11530,2013-11,69,10.15,6,Late Morning
11542,2013-11,462,15.09,3,After Noon
11543,2013-11,497,2.39,3,Mid Night
11544,2013-11,509,11.2,4,Late Morning
11546,2013-11,553,18.16,5,Evening
11551,2013-11,603,6.03,3,Morning
11558,2013-11,728,16.04,6,After Noon
11559,2013-11,754,18.15,4,Evening
11560,2013-11,772,17.48,4,After Noon
11561,2013-11,783,20.34,4,Evening
11564,2013-11,885,12.35,4,Mid Noon
11566,2013-11,906,22.49,7,Night
11567,2013-11,912,19.15,5,Evening
11568,2013-11,932,0.06,4,Mid Night
11573,2013-11,1072,8.5,3,Morning
11580,2013-11,1202,3.07,3,Early Morning
11583,2013-11,1280,2.51,3,Mid Night
11587,2013-11,1339,19.56,3,Evening
11589,2013-11,1407,21.38,6,Night
11591,2013-11,1479,10.56,6,Late Morning
11602,2013-11,1754,4.16,3,Early Morning
11603,2013-11,1769,5.43,7,Early Morning
11605,2013-11,1811,16.09,7,After Noon
11606,2013-11,1822,11.59,6,Late Morning
11614,2013-11,2033,23.21,3,Night
11617,2013-11,2078,6.19,6,Morning
11618,2013-11,2080,22.04,3,Night
11621,2013-11,2193,1.24,3,Mid Night
11623,2013-11,2270,11.59,3,Late Morning
11625,2013-11,2300,17.01,3,After Noon
11626,2013-11,2316,16.02,4,After Noon
11631,2013-11,2474,23.14,3,Night
11632,2013-11,2490,17.05,3,After Noon
11635,2013-11,2519,19.46,4,Evening
11636,2013-11,2539,19.26,3,Evening
11642,2013-11,2620,21.27,5,Night
11643,2013-11,2622,0.59,7,Mid Night
11644,2013-11,2658,22.34,7,Night
11648,2013-11,2739,20.33,3,Evening
11649,2013-11,2744,3.21,5,Early Morning
11650,2013-11,2771,17.23,6,After Noon
11655,2013-11,2931,5.5,3,Early Morning
11657,2013-11,3046,18.39,3,Evening
11664,2013-11,3113,6.42,4,Morning
11665,2013-11,3137,9.07,5,Late Morning
11667,2013-11,3139,17.13,5,After Noon
11668,2013-11,3160,20.17,3,Evening
11669,2013-11,3175,0.53,3,Mid Night
11673,2013-11,3226,4.55,4,Early Morning
11674,2013-11,3269,1.03,7,Mid Night
11679,2013-11,3397,21.35,3,Night
11684,2013-11,3556,21.49,7,Night
11685,2013-11,3560,14.23,3,Mid Noon
11688,2013-11,3623,14.34,5,Mid Noon
11692,2013-11,3812,22.52,6,Night
11693,2013-11,3819,5.56,4,Early Morning
11695,2013-11,3863,1.51,3,Mid Night
11699,2013-11,3960,19.32,5,Evening
11703,2013-11,4022,18.11,7,Evening
11704,2013-11,4029,2.19,7,Mid Night
11707,2013-11,4074,11.04,3,Late Morning
11709,2013-11,4145,8.11,4,Morning
11711,2013-11,4181,17.46,3,After Noon
11717,2013-11,4248,22.21,3,Night
11719,2013-11,4263,22.07,6,Night
11721,2013-11,4282,18.33,6,Evening
11722,2013-11,4295,3.28,3,Early Morning
11724,2013-11,4354,2.3,3,Mid Night
11726,2013-11,4402,19.49,5,Evening
11730,2013-11,4472,14.18,3,Mid Noon
11732,2013-11,4489,5.58,3,Early Morning
11733,2013-11,4497,12.01,3,Mid Noon
11735,2013-11,4619,15.29,4,After Noon
11738,2013-11,4742,16.5,3,After Noon
11739,2013-11,4745,4.24,3,Early Morning
11742,2013-11,4780,11.07,3,Late Morning
11745,2013-11,4803,17.41,5,After Noon
11748,2013-11,4835,3.07,3,Early Morning
11749,2013-11,4837,17.5,5,After Noon
11751,2013-11,4924,10.28,4,Late Morning
11756,2013-11,4965,23.09,4,Night
11759,2013-11,5013,17.55,4,After Noon
11760,2013-11,5057,10.05,3,Late Morning
11762,2013-11,5101,18.36,7,Evening
11764,2013-11,5151,23.34,6,Night
11765,2013-11,5200,15.31,4,After Noon
11766,2013-11,5240,8.56,3,Morning
11771,2013-11,5297,17.32,4,After Noon
11775,2013-11,5329,12.4,3,Mid Noon
11782,2013-11,5386,8.02,4,Morning
11784,2013-11,5415,20.35,3,Evening
11786,2013-11,5494,7.39,5,Morning
11787,2013-11,5507,10.32,3,Late Morning
11790,2013-11,5547,23.39,3,Night
11791,2013-11,5552,19.45,3,Evening
11795,2013-11,5609,17.42,4,After Noon
11797,2013-11,5705,0.35,5,Mid Night
11798,2013-11,5721,6.52,3,Morning
11800,2013-11,5850,12.29,3,Mid Noon
11801,2013-11,5861,7.08,5,Morning
11802,2013-11,5939,12.38,3,Mid Noon
11806,2013-11,6050,10.06,4,Late Morning
11807,2013-11,6064,15.38,3,After Noon
11811,2013-11,6134,18.18,3,Evening
11813,2013-11,6171,2.05,7,Mid Night
11814,2013-11,6187,12.15,3,Mid Noon
11818,2013-11,6282,14.29,5,Mid Noon
11819,2013-11,6284,8.14,4,Morning
11820,2013-11,6312,19.47,7,Evening
11821,2013-11,6370,20.19,5,Evening
11823,2013-11,6405,20.42,5,Evening
11828,2013-11,6590,13.51,3,Mid Noon
11831,2013-11,6637,17.32,3,After Noon
11835,2013-11,6757,18.59,5,Evening
11838,2013-11,6835,6.01,3,Morning
11842,2013-11,6870,6.32,4,Morning
11848,2013-11,6978,15.25,6,After Noon
11849,2013-11,7023,8.42,3,Morning
11853,2013-11,7120,11.44,6,Late Morning
11855,2013-11,7153,7.48,6,Morning
11859,2013-11,7210,19.17,7,Evening
11862,2013-11,7375,0.41,3,Mid Night
11865,2013-11,7431,17.38,3,After Noon
11867,2013-11,7511,5.28,4,Early Morning
11868,2013-11,7536,11.39,5,Late Morning
11871,2013-11,7572,20.4,4,Evening
11872,2013-11,7590,0.51,7,Mid Night
11873,2013-11,7608,11.43,5,Late Morning
11874,2013-11,7641,18.08,3,Evening
11882,2013-11,7789,18.5,5,Evening
11886,2013-11,7899,5.36,3,Early Morning
11891,2013-11,8029,16.15,3,After Noon
11894,2013-11,8068,20.02,7,Evening
11900,2013-11,8166,18.32,3,Evening
11904,2013-11,8235,3.47,3,Early Morning
11906,2013-11,8259,15.04,3,After Noon
11909,2013-11,8280,13.39,3,Mid Noon
11910,2013-11,8297,1.13,4,Mid Night
11912,2013-11,8381,12.5,4,Mid Noon
11916,2013-11,8426,22.31,4,Night
11917,2013-11,8505,20.28,3,Evening
11919,2013-11,8553,9.28,4,Late Morning
11926,2013-11,8721,20.0,3,Evening
11929,2013-11,8768,2.0,4,Mid Night
11931,2013-11,8811,16.01,3,After Noon
11935,2013-11,8912,4.14,6,Early Morning
11939,2013-11,9042,7.51,6,Morning
11940,2013-11,9060,7.01,4,Morning
11942,2013-11,9083,7.55,7,Morning
11945,2013-11,9281,6.46,7,Morning
11946,2013-11,9286,8.0,3,Morning
11949,2013-11,9312,11.49,3,Late Morning
11956,2013-11,9400,20.39,3,Evening
11957,2013-11,9402,13.23,7,Mid Noon
11958,2013-11,9434,4.17,3,Early Morning
11959,2013-11,9450,14.04,6,Mid Noon
11961,2013-11,9535,6.26,4,Morning
11965,2013-11,9582,16.43,3,After Noon
11970,2013-11,9645,1.56,3,Mid Night
11972,2013-11,9694,12.18,3,Mid Noon
11973,2013-11,9724,2.55,4,Mid Night
11974,2013-11,9728,8.36,4,Morning
11980,2013-11,9841,20.37,3,Evening
11981,2013-11,9901,0.52,3,Mid Night
11991,2013-11,10258,8.3,3,Morning
11995,2013-11,10320,19.35,3,Evening
11997,2013-11,10352,14.0,4,Mid Noon
11998,2013-11,10357,7.36,6,Morning
12002,2013-11,10470,18.19,3,Evening
12004,2013-11,10524,0.13,4,Mid Night
12006,2013-11,10599,14.11,6,Mid Noon
12010,2013-11,10656,11.34,3,Late Morning
12013,2013-11,10734,15.39,6,After Noon
12014,2013-11,10737,8.47,3,Morning
12015,2013-11,10757,21.41,3,Night
12016,2013-11,10763,23.0,3,Night
12023,2013-11,10953,12.15,3,Mid Noon
12024,2013-11,10961,12.48,4,Mid Noon
12025,2013-11,11010,22.02,3,Night
12026,2013-11,11015,17.57,4,After Noon
12028,2013-11,11032,2.36,4,Mid Night
12031,2013-11,11083,17.26,5,After Noon
12034,2013-11,11186,14.3,3,Mid Noon
12035,2013-11,11195,12.44,3,Mid Noon
12036,2013-11,11267,5.58,5,Early Morning
12037,2013-11,11273,23.33,3,Night
12041,2013-11,11428,19.39,6,Evening
12045,2013-11,11527,8.13,6,Morning
12047,2013-11,11573,8.5,4,Morning
12055,2013-11,11836,2.4,4,Mid Night
12060,2013-11,11957,15.0,3,After Noon
12064,2013-12,42,19.05,5,Evening
12066,2013-12,63,16.3,4,After Noon
12067,2013-12,69,10.15,4,Late Morning
12068,2013-12,74,0.02,3,Mid Night
12069,2013-12,82,2.1,5,Mid Night
12073,2013-12,311,6.39,3,Morning
12077,2013-12,445,3.26,7,Early Morning
12080,2013-12,497,2.39,5,Mid Night
12081,2013-12,509,11.2,4,Late Morning
12082,2013-12,510,10.27,4,Late Morning
12086,2013-12,603,6.03,4,Morning
12087,2013-12,605,23.1,3,Night
12088,2013-12,639,4.57,4,Early Morning
12090,2013-12,728,16.04,6,After Noon
12091,2013-12,754,18.15,6,Evening
12092,2013-12,772,17.48,4,After Noon
12100,2013-12,906,22.49,6,Night
12102,2013-12,912,19.15,6,Evening
12103,2013-12,932,0.06,3,Mid Night
12108,2013-12,1072,8.5,4,Morning
12115,2013-12,1202,3.07,3,Early Morning
12118,2013-12,1280,2.51,3,Mid Night
12123,2013-12,1345,2.12,4,Mid Night
12124,2013-12,1407,21.38,4,Night
12127,2013-12,1479,10.56,4,Late Morning
12129,2013-12,1665,13.39,3,Mid Noon
12134,2013-12,1722,13.42,3,Mid Noon
12135,2013-12,1754,4.16,3,Early Morning
12137,2013-12,1769,5.43,7,Early Morning
12138,2013-12,1811,16.09,7,After Noon
12142,2013-12,1865,15.06,3,After Noon
12148,2013-12,2013,20.39,3,Evening
12150,2013-12,2033,23.21,3,Night
12151,2013-12,2042,0.11,3,Mid Night
12152,2013-12,2078,6.19,5,Morning
12155,2013-12,2171,5.3,3,Early Morning
12162,2013-12,2316,16.02,4,After Noon
12166,2013-12,2447,11.4,3,Late Morning
12169,2013-12,2519,19.46,6,Evening
12172,2013-12,2568,16.44,6,After Noon
12176,2013-12,2620,21.27,6,Night
12177,2013-12,2622,0.59,7,Mid Night
12178,2013-12,2658,22.34,7,Night
12179,2013-12,2672,11.01,3,Late Morning
12180,2013-12,2739,20.33,5,Evening
12181,2013-12,2744,3.21,3,Early Morning
12182,2013-12,2771,17.23,4,After Noon
12184,2013-12,2843,1.14,3,Mid Night
12190,2013-12,2915,19.45,4,Evening
12193,2013-12,3046,18.39,3,Evening
12194,2013-12,3066,9.11,3,Late Morning
12196,2013-12,3071,8.56,3,Morning
12197,2013-12,3081,3.0,3,Early Morning
12198,2013-12,3093,18.14,5,Evening
12201,2013-12,3113,6.42,4,Morning
12203,2013-12,3139,17.13,6,After Noon
12204,2013-12,3160,20.17,3,Evening
12205,2013-12,3175,0.53,3,Mid Night
12210,2013-12,3269,1.03,7,Mid Night
12218,2013-12,3556,21.49,3,Night
12221,2013-12,3577,3.38,3,Early Morning
12222,2013-12,3623,14.34,7,Mid Noon
12228,2013-12,3812,22.52,4,Night
12235,2013-12,3960,19.32,3,Evening
12237,2013-12,4019,8.28,5,Morning
12238,2013-12,4022,18.11,7,Evening
12239,2013-12,4029,2.19,5,Mid Night
12240,2013-12,4043,4.1,3,Early Morning
12243,2013-12,4143,17.12,3,After Noon
12245,2013-12,4181,17.46,3,After Noon
12246,2013-12,4184,1.01,4,Mid Night
12247,2013-12,4186,10.51,4,Late Morning
12250,2013-12,4248,22.21,3,Night
12251,2013-12,4263,22.07,7,Night
12253,2013-12,4282,18.33,5,Evening
12256,2013-12,4335,14.23,3,Mid Noon
12258,2013-12,4402,19.49,3,Evening
12260,2013-12,4428,8.03,4,Morning
12262,2013-12,4472,14.18,4,Mid Noon
12266,2013-12,4489,5.58,4,Early Morning
12267,2013-12,4497,12.01,5,Mid Noon
12269,2013-12,4612,15.4,3,After Noon
12275,2013-12,4742,16.5,3,After Noon
12277,2013-12,4780,11.07,5,Late Morning
12280,2013-12,4803,17.41,3,After Noon
12282,2013-12,4835,3.07,6,Early Morning
12283,2013-12,4837,17.5,3,After Noon
12284,2013-12,4870,15.24,3,After Noon
12285,2013-12,4924,10.28,6,Late Morning
12286,2013-12,4934,3.08,5,Early Morning
12290,2013-12,4965,23.09,5,Night
12293,2013-12,5057,10.05,3,Late Morning
12294,2013-12,5101,18.36,5,Evening
12297,2013-12,5151,23.34,7,Night
12298,2013-12,5200,15.31,3,After Noon
12299,2013-12,5210,5.0,3,Early Morning
12300,2013-12,5240,8.56,3,Morning
12303,2013-12,5297,17.32,6,After Noon
12306,2013-12,5329,12.4,3,Mid Noon
12310,2013-12,5378,23.28,4,Night
12311,2013-12,5386,8.02,5,Morning
12312,2013-12,5415,20.35,4,Evening
12317,2013-12,5507,10.32,4,Late Morning
12323,2013-12,5609,17.42,4,After Noon
12325,2013-12,5682,10.22,3,Late Morning
12326,2013-12,5705,0.35,3,Mid Night
12331,2013-12,5939,12.38,7,Mid Noon
12333,2013-12,5965,8.21,4,Morning
12334,2013-12,6050,10.06,4,Late Morning
12335,2013-12,6064,15.38,4,After Noon
12336,2013-12,6070,3.16,3,Early Morning
12339,2013-12,6134,18.18,4,Evening
12341,2013-12,6171,2.05,7,Mid Night
12342,2013-12,6187,12.15,3,Mid Noon
12349,2013-12,6282,14.29,5,Mid Noon
